TransactionNativeID,Traveler Name,Department,Itinerary number,Transaction date,Booking Date,Transaction type,Domestic / International,Travel start date,Travel end date,Transaction amount,Booking Reference/PNR,Ticket number,Reason code,Booking method,Airline/Vendor,Traveler Group,Card Number,Flight,Origin city,Destination city,Class of service,Cabin type,Reason for travel,UserDefinedColumn1,UserDefinedColumn2,UserDefinedColumn3,UserDefinedColumn4,UserDefinedColumn5
1736,Employee Name140,,7159323816,7/8/2018,6/29/2018,Original,Intercontinental,7/8/2018,7/15/2018,610.8,OFOJXX,7159323816,,,LUFTHANSA GERMAN AIRLINES,,,,BIRMINGHAM,FRANKFURT,U,,,,,,,
1737,Employee Name53,,7044180744,2/19/2018,2/2/2018,Original,Domestic,2/19/2018,2/22/2018,2427.24,UBVDTM,7044180744,,,UNITED AIRLINES,,,,LOS ANGELES,NEW YORK,Y,,,,,,,
1738,Employee Name129,,7057508954,3/19/2018,3/15/2018,Original,Domestic,3/19/2018,3/19/2018,183.49,ABYYBK,7057508954,,,DELTA AIR LINES,,,,LOS ANGELES,DENVER,K,,,,,,,
1739,Employee Name32,,7159323832,7/30/2018,6/29/2018,Original,Domestic,7/30/2018,8/3/2018,334.17,EKREQR,7159323832,,,DELTA AIR LINES,,,,CINCINNATI,DALLAS/FORT WORTH,T,,,,,,,
1740,Employee Name51,,7219607648,10/31/2018,10/29/2018,Original,Domestic,10/31/2018,11/2/2018,1192.6,AWJHVN,7219607648,,,UNITED AIRLINES,,,,LOS ANGELES,HOUSTON,E,,,,,,,
1741,Employee Name28,,7040063831,1/31/2018,1/19/2018,Original,Domestic,1/31/2018,2/4/2018,280.6,RDYXJC,7040063831,,,AMERICAN AIRLINES,,,,ORLANDO,NEW YORK,S,,,,,,,
1742,Employee Name16,,7163502123,8/6/2018,7/16/2018,Original,Domestic,8/6/2018,8/17/2018,875.48,NKOXSD,7163502123,,,DELTA AIR LINES,,,,COLUMBUS,LOS ANGELES,H,,,,,,,
1743,Employee Name109,,7046681559,2/24/2018,2/9/2018,Original,Domestic,2/24/2018,2/24/2018,808.81,TBFKEH,7046681559,,,AMERICAN AIRLINES,,,,CHARLOTTE,LOS ANGELES,L,,,,,,,
1744,Employee Name40,,7036650755,1/29/2018,1/9/2018,Original,Domestic,1/29/2018,2/1/2018,252.76,JLKDGM,7036650755,,,UNITED AIRLINES,,,,LOS ANGELES,ORLANDO,K,,,,,,,
1745,Employee Name111,,7040659972,2/8/2018,1/23/2018,Original,Domestic,2/8/2018,2/8/2018,386.6,JIVNGG,7040659972,,,ALASKA AIRLINES,,,,BURBANK,SEATTLE,V,,,,,,,
1746,Employee Name140,,2527238054,6/12/2018,5/24/2018,Original,Continental,6/12/2018,6/12/2018,258.5706714,JLPTWV,2527238054,,,BRITISH AIRWAYS,,,,LONDON,KRAKOW,K,,,,,,,
1747,Employee Name53,,7221219069,11/16/2018,11/2/2018,Exchange,Domestic,11/16/2018,11/17/2018,677.83,LROFXJ,7221219069,,,UNITED AIRLINES,,,,PHOENIX,CHICAGO,E,,,,,,,
1748,Employee Name40,,7211314430,10/16/2018,10/1/2018,Original,Domestic,10/16/2018,10/19/2018,457.13,TQHWIT,7211314430,,,UNITED AIRLINES,,,,LOS ANGELES,NEW YORK,S,,,,,,,
1749,Employee Name28,,7144852575,5/20/2018,5/11/2018,Original,Domestic,5/20/2018,5/20/2018,240.2,BXPNPW,7144852575,,,AMERICAN AIRLINES,,,,NEW YORK,CHICAGO,V,,,,,,,
1750,Employee Name40,,7181307247,9/21/2018,9/13/2018,Original,Domestic,9/21/2018,9/22/2018,426.16,ALKIEQ,7181307247,,,UNITED AIRLINES,,,,LOS ANGELES,BOSTON,T,,,,,,,
1751,Employee Name57,,7227967884,1/6/2019,11/28/2018,Original,Domestic,1/6/2019,1/6/2019,324.2,EVOWZE,7227967884,,,AMERICAN AIRLINES,,,,LOS ANGELES,SAN FRANCISCO,L,,,,,,,
1752,Employee Name51,,7057508949,3/22/2018,3/15/2018,Original,Domestic,3/22/2018,3/22/2018,1179.25,KZTUMD,7057508949,,,DELTA AIR LINES,,,,DETROIT,LOS ANGELES,F,,,,,,,
1753,Employee Name32,,7172412979,8/27/2018,8/15/2018,Original,Domestic,8/27/2018,8/29/2018,758.74,XCWZSO,7172412979,,,DELTA AIR LINES,,,,CINCINNATI,DETROIT,H,,,,,,,
1754,Employee Name16,,7060417332,4/16/2018,3/23/2018,Original,Domestic,4/16/2018,4/16/2018,474.51,NUBOBA,7060417332,,,DELTA AIR LINES,,,,COLUMBUS,LOS ANGELES,H,,,,,,,
1755,Employee Name111,,7239112359,2/2/2019,1/11/2019,Original,Domestic,2/2/2019,2/2/2019,1223.9,DVMART,7239112359,,,AMERICAN AIRLINES,,,,PHILADELPHIA,LOS ANGELES,K,,,,,,,
1756,Employee Name57,,7041091926,1/29/2018,1/24/2018,Exchange,Domestic,1/29/2018,2/1/2018,200,EFMFDY,7041091926,,,UNITED AIRLINES,,,,LOS ANGELES,ORLANDO,L,,,,,,,
1757,Employee Name16,,7216480097,11/6/2018,10/17/2018,Original,Domestic,11/6/2018,11/6/2018,1433.2,UIXIZY,7216480097,,,AMERICAN AIRLINES,,,,COLUMBUS,LOS ANGELES,J,,,,,,,
1758,Employee Name45,,7174106277,9/4/2018,8/20/2018,Original,Domestic,9/4/2018,9/7/2018,378.81,GSPFVI,7174106277,,,UNITED AIRLINES,,,,LOS ANGELES,BOSTON,T,,,,,,,
1759,Employee Name57,,7171265768,8/23/2018,8/9/2018,Original,Domestic,8/23/2018,8/26/2018,1922.15,UGSBTN,7171265768,,,DELTA AIR LINES,,,,LOS ANGELES,ANCHORAGE,Q,,,,,,,
1760,Employee Name14,,7042622024,2/8/2018,1/28/2018,Original,Domestic,2/8/2018,2/8/2018,476.3,FHRHBY,7042622024,,,AMERICAN AIRLINES,,,,FORT MYERS,CHARLOTTE,M,,,,,,,
1761,Employee Name51,,7053110673,3/13/2018,3/2/2018,Original,Domestic,3/13/2018,3/13/2018,369.62,YGZNSZ,7053110673,,,UNITED AIRLINES,,,,ORLANDO,LOS ANGELES,L,,,,,,,
1762,Employee Name129,,7053110668,3/13/2018,3/2/2018,Original,Domestic,3/13/2018,3/13/2018,369.62,NNZSJW,7053110668,,,UNITED AIRLINES,,,,ORLANDO,LOS ANGELES,L,,,,,,,
1763,Employee Name57,,7171265784,8/23/2018,8/9/2018,Original,Domestic,8/23/2018,8/26/2018,1922.15,UGSBTN,7171265784,,,DELTA AIR LINES,,,,LOS ANGELES,ANCHORAGE,Q,,,,,,,
1764,Employee Name109,,7034885313,1/11/2018,1/3/2018,Exchange,Domestic,1/11/2018,1/11/2018,410.47,WVBHFO,7034885313,,,AMERICAN AIRLINES,,,,PALM SPRINGS,CHARLOTTE,M,,,,,,,
1765,Employee Name14,,7042116784,2/6/2018,1/28/2018,Original,Domestic,2/6/2018,2/7/2018,604.81,DYBCPA,7042116784,,,UNITED AIRLINES,,,,LOS ANGELES,FORT MYERS,L,,,,,,,
1766,Employee Name14,,7056894849,3/18/2018,3/15/2018,Exchange,Domestic,3/18/2018,3/19/2018,0,XOHFKW,7056894849,,,UNITED AIRLINES,,,,LOS ANGELES,BOSTON,Y,,,,,,,
1767,Employee Name32,,7151973009,6/18/2018,6/4/2018,Original,Domestic,6/18/2018,6/19/2018,596.11,WNKMXR,7151973009,,,DELTA AIR LINES,,,,CINCINNATI,DALLAS/FORT WORTH,Q,,,,,,,
1768,Employee Name28,,7149409132,6/3/2018,5/26/2018,Original,Domestic,6/3/2018,6/3/2018,256.2,DYWHRW,7149409132,,,AMERICAN AIRLINES,,,,CHICAGO,NEW YORK,L,,,,,,,
1769,Employee Name28,,7136753237,4/29/2018,4/17/2018,Original,Domestic,4/29/2018,4/29/2018,95.04,HDGETQ,7136753237,,,UNITED AIRLINES,,,,LOS ANGELES,SAN FRANCISCO,T,,,,,,,
1770,Employee Name57,,7060417455,5/12/2018,3/23/2018,Original,Continental,5/12/2018,5/12/2018,1324.9,HKLUGT,7060417455,,,UNITED AIRLINES,,,,LOS ANGELES,GRAND CAYMAN ISLAND,C,,,,,,,
1771,Employee Name140,,2527238065,6/27/2018,5/25/2018,Original,Continental,6/27/2018,6/28/2018,353.0840931,XYXNNW,2527238065,,,LOT-POLISH AIRLINES,,,,WARSAW,VIENNA,V,,,,,,,
1772,Employee Name46,,7180878097,10/11/2018,9/11/2018,Original,Domestic,10/11/2018,10/15/2018,2861,NRYMVU,7180878097,,,UNITED AIRLINES,,,,LOS ANGELES,JACKSONVILLE,F,,,,,,,
1773,Employee Name46,,7238678400,1/21/2019,1/11/2019,Exchange,Domestic,1/21/2019,1/25/2019,200,IYRHGA,7238678400,,,UNITED AIRLINES,,,,SAN FRANCISCO,INDIANAPOLIS,U,,,,,,,
1774,Employee Name53,,1461969011,7/10/2018,6/28/2018,Original,Domestic,7/10/2018,7/10/2018,149.9,FWFIJI,1461969011,,,SOUTHWEST AIRLINES,,,,PHOENIX,BURBANK,T,,,,,,,
1775,Employee Name23,,7157732082,7/18/2018,6/25/2018,Original,Domestic,7/18/2018,7/18/2018,630.15,KXTGAO,7157732082,,,UNITED AIRLINES,,,,NEW YORK,LOS ANGELES,Y,,,,,,,
1776,Employee Name2,,7055778344,3/21/2018,3/9/2018,Original,Domestic,3/21/2018,3/21/2018,1208.97,LRBYZY,7055778344,,,UNITED AIRLINES,,,,NEW YORK,LOS ANGELES,Y,,,,,,,
1777,Employee Name50,,7158830158,7/24/2018,6/28/2018,Original,Domestic,7/24/2018,7/24/2018,109.2,UNOTJN,7158830158,,,AMERICAN AIRLINES,,,,PHOENIX,LOS ANGELES,S,,,,,,,
1778,Employee Name15,,7232250934,1/25/2019,12/16/2018,Exchange,Domestic,1/25/2019,1/25/2019,460.79,DBENAZ,7232250934,,,ALASKA AIRLINES,,,,INDIANAPOLIS,LOS ANGELES,F,,,,,,,
1779,Employee Name15,,7172412910,8/15/2018,8/16/2018,Exchange,Domestic,8/15/2018,8/15/2018,69.81,DYNXMM,7172412910,,,DELTA AIR LINES,,,,AUSTIN,LOS ANGELES,V,,,,,,,
1780,Employee Name23,,1440294111,5/20/2018,4/29/2018,Original,Domestic,5/20/2018,5/20/2018,146.98,JNKMFL,1440294111,,,SOUTHWEST AIRLINES,,,,BURBANK,DALLAS/FORT WORTH,M,,,,,,,
1781,Employee Name15,,7136079088,5/29/2018,4/13/2018,Original,Domestic,5/29/2018,6/5/2018,703.32,TLOEZC,7136079088,,,UNITED AIRLINES,,,,LOS ANGELES,CHICAGO,T,,,,,,,
1782,Employee Name15,,7140513227,5/16/2018,4/27/2018,Original,Domestic,5/16/2018,5/16/2018,443.99,DGHZCQ,7140513227,,,DELTA AIR LINES,,,,RALEIGH/DURHAM,LOS ANGELES,Q,,,,,,,
1783,Employee Name15,,7232852153,1/10/2019,12/17/2018,Original,Domestic,1/10/2019,1/10/2019,106.2,IIQCJK,7232852153,,,AMERICAN AIRLINES,,,,SAN DIEGO,LOS ANGELES,O,,,,,,,
1784,Employee Name15,,7167786066,8/1/2018,7/30/2018,Exchange,Domestic,8/1/2018,8/1/2018,200,UFRCZF,7167786066,,,DELTA AIR LINES,,,,DALLAS/FORT WORTH,LOS ANGELES,U,,,,,,,
1785,Employee Name2,,7162131943,7/19/2018,7/10/2018,Original,Domestic,7/19/2018,7/19/2018,575.83,TUTDQI,7162131943,,,DELTA AIR LINES,,,,TAMPA,LOS ANGELES,H,,,,,,,
1786,Employee Name155,,7143549974,5/13/2018,5/13/2018,Exchange,Continental,5/13/2018,5/13/2018,0,MEVSMG,7143549974,,,UNITED AIRLINES,,,,LOS ANGELES,GRAND CAYMAN ISLAND,E,,,,,,,
1787,Employee Name155,,7158830150,7/30/2018,6/28/2018,Original,Domestic,7/30/2018,8/3/2018,689.6,KRUNSY,7158830150,,,ALASKA AIRLINES,,,,LOS ANGELES,DALLAS/FORT WORTH,L,,,,,,,
1788,Employee Name105,,7180878086,9/19/2018,9/12/2018,Original,Domestic,9/19/2018,9/19/2018,923.67,ZILEUF,7180878086,,,AMERICAN AIRLINES,,,,SANTA BARBARA,BOSTON,L,,,,,,,
1789,Employee Name56,,7051131885,2/26/2018,2/25/2018,Exchange,Domestic,2/26/2018,2/27/2018,200,YQGCYP,7051131885,,,UNITED AIRLINES,,,,LOS ANGELES,CHICAGO,F,,,,,,,
1790,Employee Name56,,7140513190,5/20/2018,4/27/2018,Original,Domestic,5/20/2018,5/24/2018,1938.4,NKACSA,7140513190,,,AMERICAN AIRLINES,,,,LOS ANGELES,DALLAS/FORT WORTH,J,,,,,,,
1791,Employee Name19,,7059993852,4/10/2018,3/24/2018,Exchange,Domestic,4/10/2018,4/10/2018,95.27,IZZNHC,7059993852,,,DELTA AIR LINES,,,,KNOXVILLE,AUSTIN,U,,,,,,,
1792,Employee Name2,,7209361165,11/30/2018,9/27/2018,Original,Domestic,11/30/2018,12/1/2018,206.04,VSQQLD,7209361165,,,UNITED AIRLINES,,,,BURBANK,SAN FRANCISCO,S,,,,,,,
1793,Employee Name14,,7060417435,5/12/2018,3/23/2018,Original,Continental,5/12/2018,5/12/2018,1324.9,MBJABM,7060417435,,,UNITED AIRLINES,,,,LOS ANGELES,GRAND CAYMAN ISLAND,C,,,,,,,
1794,Employee Name56,,7158364172,7/16/2018,6/26/2018,Original,Domestic,7/16/2018,7/19/2018,1643.81,ONXEHB,7158364172,,,UNITED AIRLINES,,,,LOS ANGELES,NEW YORK,Y,,,,,,,
1795,Employee Name47,,7040659872,2/5/2018,1/22/2018,Original,Domestic,2/5/2018,2/9/2018,196.6,FDOZZZ,7040659872,,,JETBLUE AIRWAYS CORPORATION,,,,LOS ANGELES,BOSTON,P,,,,,,,
1796,Employee Name56,,7179080290,9/20/2018,9/6/2018,Original,Domestic,9/20/2018,9/20/2018,1349.3,IRBGWR,7179080290,,,AMERICAN AIRLINES,,,,LOS ANGELES,ASHEVILLE,J,,,,,,,
1797,Employee Name56,,7167344746,7/29/2018,7/29/2018,Original,Intercontinental,7/29/2018,7/29/2018,7618.31,DMIOYV,7167344746,,,AIR NEW ZEALAND,,,,LONDON,LOS ANGELES,C,,,,,,,
1798,Employee Name47,,7174688924,8/23/2018,8/22/2018,Exchange,Intercontinental,8/23/2018,8/23/2018,0,BCVIIM,7174688924,,,AIR FRANCE,,,,COPENHAGEN,LOS ANGELES,I,,,,,,,
1799,Employee Name47,,7169113911,8/19/2018,8/3/2018,Original,Intercontinental,8/19/2018,8/23/2018,7818.21,BCVIIM,7169113911,,,AIR FRANCE,,,,LOS ANGELES,COPENHAGEN,I,,,,,,,
1800,Employee Name19,,7049455195,3/12/2018,2/22/2018,Exchange,Domestic,3/12/2018,3/14/2018,15,BZVBZX,7049455195,,,DELTA AIR LINES,,,,LOS ANGELES,ORLANDO,H,,,,,,,
1801,Employee Name56,,7053591848,3/5/2018,3/3/2018,Original,Domestic,3/5/2018,3/5/2018,369.62,CVSOSG,7053591848,,,UNITED AIRLINES,,,,LOS ANGELES,CHICAGO,T,,,,,,,
1802,Employee Name109,,7225375937,11/27/2018,11/19/2018,Original,Domestic,11/27/2018,11/27/2018,897.21,ZDONBL,7225375937,,,AMERICAN AIRLINES,,,,COLUMBUS,LOS ANGELES,Y,,,,,,,
1803,Employee Name19,,1402180622,1/24/2018,1/12/2018,Original,Domestic,1/24/2018,1/24/2018,287.02,BWFTZQ,1402180622,,,SOUTHWEST AIRLINES,,,,BURBANK,PHOENIX,R,,,,,,,
1804,Employee Name15,,7135167984,4/22/2018,4/12/2018,Exchange,Domestic,4/22/2018,4/22/2018,10.88,GTFDFT,7135167984,,,UNITED AIRLINES,,,,LOS ANGELES,SAN DIEGO,H,,,,,,,
1805,Employee Name105,,5153529546,9/20/2018,9/11/2018,Original,Domestic,9/20/2018,9/20/2018,254.3,MIMBLU,5153529546,,,SOUTHWEST AIRLINES,,,,BOSTON,NASHVILLE,H,,,,,,,
1806,Employee Name2,,7220846927,11/9/2018,11/1/2018,Original,Domestic,11/9/2018,11/9/2018,199.61,EJORQN,7220846927,,,DELTA AIR LINES,,,,SAN DIEGO,LOS ANGELES,K,,,,,,,
1807,Employee Name49,,1461848221,7/23/2018,6/28/2018,Original,Domestic,7/23/2018,7/27/2018,18,QNTPMH,1461848221,,,SOUTHWEST AIRLINES,,,,BURBANK,PHOENIX,S,,,,,,,
1808,Employee Name32,,7158364028,6/28/2018,6/26/2018,Original,Domestic,6/28/2018,6/28/2018,682.43,OESEIH,7158364028,,,DELTA AIR LINES,,,,CINCINNATI,BUFFALO,L,,,,,,,
1809,Employee Name51,,7222237483,11/8/2018,11/7/2018,Exchange,Domestic,11/8/2018,11/13/2018,339.99,YJJVHX,7222237483,,,AMERICAN AIRLINES,,,,LOS ANGELES,CHICAGO,K,,,,,,,
1810,Employee Name28,,7215159055,11/9/2018,10/12/2018,Original,Domestic,11/9/2018,11/26/2018,622.6,XHZXUE,7215159055,,,AMERICAN AIRLINES,,,,LOS ANGELES,NEW YORK,M,,,,,,,
1811,Employee Name140,,7217609523,12/18/2018,10/21/2018,Original,Intercontinental,12/18/2018,1/6/2019,8383.13,MXBMVH,7217609523,,,SWISS,,,,LOS ANGELES,ZURICH,Z,,,,,,,
1812,Employee Name57,,7062102832,4/14/2018,3/29/2018,Original,Domestic,4/14/2018,4/14/2018,814.2,GHZRPE,7062102832,,,AMERICAN AIRLINES,,,,WASHINGTON,LOS ANGELES,Y,,,,,,,
1813,Employee Name57,,7149409034,6/11/2018,5/25/2018,Original,Domestic,6/11/2018,6/12/2018,192.4,HLKXBH,7149409034,,,AMERICAN AIRLINES,,,,LOS ANGELES,PHOENIX,G,,,,,,,
1814,Employee Name28,,7223437051,12/7/2018,11/10/2018,Original,Domestic,12/7/2018,12/13/2018,565.6,FZCPRR,7223437051,,,AMERICAN AIRLINES,,,,LOS ANGELES,NEW YORK,G,,,,,,,
1815,Employee Name129,,7181307035,9/18/2018,9/12/2018,Original,Domestic,9/18/2018,9/19/2018,1634.2,CFTDHF,7181307035,,,AMERICAN AIRLINES,,,,LOS ANGELES,BOSTON,H,,,,,,,
1816,Employee Name57,,7047679116,2/19/2018,2/20/2018,Refund,Domestic,2/19/2018,2/19/2018,-1190.5,SRVPIO,7047679116,,,UNITED AIRLINES,,,,LOS ANGELES,HOUSTON,E,,,,,,,
1817,Employee Name51,,1401794944,1/26/2018,1/11/2018,Original,Domestic,1/26/2018,1/31/2018,177.96,TMAJYQ,1401794944,,,SOUTHWEST AIRLINES,,,,LOS ANGELES,PHOENIX,N,,,,,,,
1818,Employee Name53,,7046200380,3/5/2018,2/8/2018,Original,Domestic,3/5/2018,3/7/2018,867.57,LMCWIA,7046200380,,,UNITED AIRLINES,,,,LOS ANGELES,CHICAGO,U,,,,,,,
1819,Employee Name28,,7150424678,6/6/2018,5/31/2018,Original,Domestic,6/6/2018,6/6/2018,441.3,ATQMNP,7150424678,,,AMERICAN AIRLINES,,,,NEW YORK,LOS ANGELES,M,,,,,,,
1820,Employee Name28,,2425054837,1/9/2019,1/8/2019,Original,Domestic,1/9/2019,1/10/2019,145.1,TKOWTO,2425054837,,,SOUTHWEST AIRLINES,,,,SAN DIEGO,LAS VEGAS,M,,,,,,,
1821,Employee Name51,,7140832024,6/11/2018,4/28/2018,Original,Intercontinental,6/11/2018,6/13/2018,4699.31,KJAJGI,7140832024,,,VIRGIN ATLANTIC,,,,LOS ANGELES,LONDON,I,,,,,,,
1822,Employee Name138,,7140513105,5/20/2018,4/29/2018,Exchange,Domestic,5/20/2018,5/23/2018,200,FCMNXJ,7140513105,,,UNITED AIRLINES,,,,LOS ANGELES,DALLAS/FORT WORTH,T,,,,,,,
1823,Employee Name57,,7138473134,6/12/2018,4/20/2018,Original,Intercontinental,6/12/2018,6/18/2018,7428.21,KFWDWW,7138473134,,,SWISS,,,,LOS ANGELES,STOCKHOLM,J,,,,,,,
1824,Employee Name32,,7143963898,5/23/2018,5/9/2018,Original,Domestic,5/23/2018,5/24/2018,511.61,EHYEHD,7143963898,,,DELTA AIR LINES,,,,CINCINNATI,ATLANTA,L,,,,,,,
1825,Employee Name16,,7053110710,3/6/2018,3/4/2018,Exchange,Domestic,3/6/2018,3/6/2018,133.69,RWCBFM,7053110710,,,AMERICAN AIRLINES,,,,COLUMBUS,WASHINGTON,G,,,,,,,
1826,Employee Name16,,7064270238,4/6/2018,4/5/2018,Original,Domestic,4/6/2018,4/6/2018,1845.2,QVSNWG,7064270238,,,AMERICAN AIRLINES,,,,PHOENIX,COLUMBUS,J,,,,,,,
1827,Employee Name140,,2527238085,6/6/2018,5/28/2018,Refund,Intercontinental,6/6/2018,6/9/2018,-1878.335174,PMFOKU,2527238085,,,DELTA AIR LINES,,,,BOSTON,LOS ANGELES,Q,,,,,,,
1828,Employee Name138,,7151351324,6/26/2018,6/2/2018,Original,Domestic,6/26/2018,6/26/2018,609.7,QZRCVZ,7151351324,,,UNITED AIRLINES,,,,NEW YORK,LOS ANGELES,H,,,,,,,
1829,Employee Name14,,7222237454,12/10/2018,11/9/2018,Exchange,Domestic,12/10/2018,12/13/2018,0,LMMRMX,7222237454,,,AMERICAN AIRLINES,,,,BURBANK,PHOENIX,G,,,,,,,
1830,Employee Name140,,7159323817,7/8/2018,6/29/2018,Original,Intercontinental,7/8/2018,7/15/2018,6599.01,XYNTWI,7159323817,,,LUFTHANSA GERMAN AIRLINES,,,,FRANKFURT,LOS ANGELES,J,,,,,,,
1831,Employee Name16,,7053110709,3/7/2018,3/2/2018,Original,Domestic,3/7/2018,3/9/2018,1763.05,RWCBFM,7053110709,,,DELTA AIR LINES,,,,WASHINGTON,LOS ANGELES,J,,,,,,,
1832,Employee Name57,,7054231646,3/19/2018,3/6/2018,Exchange,Domestic,3/19/2018,3/20/2018,238.6,TQVSDJ,7054231646,,,AMERICAN AIRLINES,,,,LOS ANGELES,DALLAS/FORT WORTH,Y,,,,,,,
1833,Employee Name16,,7227518093,1/7/2019,11/27/2018,Exchange,Domestic,1/7/2019,1/11/2019,757.5,BETSZP,7227518093,,,DELTA AIR LINES,,,,COLUMBUS,SAN DIEGO,M,,,,,,,
1834,Employee Name138,,7168255489,8/27/2018,8/3/2018,Exchange,Domestic,8/27/2018,8/29/2018,566.41,CFDCYH,7168255489,,,UNITED AIRLINES,,,,LOS ANGELES,TAMPA,W,,,,,,,
1835,Employee Name16,,7244694907,2/26/2019,1/29/2019,Original,Domestic,2/26/2019,2/26/2019,334.7,USLSWO,7244694907,,,UNITED AIRLINES,,,,NASHVILLE,COLUMBUS,T,,,,,,,
1836,Employee Name51,,7183613229,9/26/2018,9/20/2018,Original,Domestic,9/26/2018,9/27/2018,507.5,WBFZLC,7183613229,,,DELTA AIR LINES,,,,LOS ANGELES,DENVER,H,,,,,,,
1837,Employee Name57,,2413307448,1/7/2019,11/29/2018,Original,Domestic,1/7/2019,1/7/2019,80.98,OVJLVX,2413307448,,,SOUTHWEST AIRLINES,,,,OAKLAND,SAN DIEGO,F,,,,,,,
1838,Employee Name155,,7223959357,12/10/2018,11/15/2018,Exchange,Domestic,12/10/2018,12/13/2018,0,BYXLLN,7223959357,,,AMERICAN AIRLINES,,,,BURBANK,PHOENIX,G,,,,,,,
1839,Employee Name16,,2413114287,11/28/2018,11/28/2018,Original,Domestic,11/28/2018,11/28/2018,220.3,EDAICA,2413114287,,,SOUTHWEST AIRLINES,,,,FORT MYERS,COLUMBUS,Y,,,,,,,
1840,Employee Name138,,7055218379,3/12/2018,3/8/2018,Original,Domestic,3/12/2018,3/12/2018,414.3,NEXSQT,7055218379,,,AMERICAN AIRLINES,,,,ORLANDO,PHILADELPHIA,M,,,,,,,
1841,Employee Name51,,7222237257,11/8/2018,11/6/2018,Exchange,Domestic,11/8/2018,11/13/2018,0,YJJVHX,7222237257,,,AMERICAN AIRLINES,,,,LOS ANGELES,CHICAGO,K,,,,,,,
1842,Employee Name16,,7153038593,6/22/2018,6/7/2018,Original,Domestic,6/22/2018,6/22/2018,1124.2,BOJWDK,7153038593,,,AMERICAN AIRLINES,,,,LOS ANGELES,COLUMBUS,H,,,,,,,
1843,Employee Name57,,7060417455,5/12/2018,6/1/2018,Refund,Continental,5/12/2018,5/12/2018,-1324.9,HKLUGT,7060417455,,,UNITED AIRLINES,,,,LOS ANGELES,GRAND CAYMAN ISLAND,C,,,,,,,
1844,Employee Name28,,7179537380,9/17/2018,9/9/2018,Exchange,Domestic,9/17/2018,9/17/2018,116,SMAMTM,7179537380,,,AMERICAN AIRLINES,,,,NEW YORK,CHICAGO,N,,,,,,,
1845,Employee Name28,,7046681579,2/23/2018,2/9/2018,Original,Domestic,2/23/2018,2/28/2018,646.5,WUPMPI,7046681579,,,AMERICAN AIRLINES,,,,LOS ANGELES,NEW YORK,N,,,,,,,
1846,Employee Name32,,7235409160,1/27/2019,1/2/2019,Original,Domestic,1/27/2019,1/27/2019,194.62,WPLDUZ,7235409160,,,DELTA AIR LINES,,,,CINCINNATI,LOS ANGELES,T,,,,,,,
1847,Employee Name40,,7164105779,7/31/2018,7/16/2018,Original,Domestic,7/31/2018,8/2/2018,356.6,HRMBOD,7164105779,,,UNITED AIRLINES,,,,LOS ANGELES,DALLAS/FORT WORTH,T,,,,,,,
1848,Employee Name138,,7233893697,1/27/2019,12/21/2018,Exchange,Domestic,1/27/2019,1/31/2019,660.59,YMVLPF,7233893697,,,UNITED AIRLINES,,,,LOS ANGELES,CHICAGO,E,,,,,,,
1849,Employee Name16,,7043211095,2/14/2018,1/30/2018,Original,Domestic,2/14/2018,2/14/2018,589.6,JQYCCV,7043211095,,,AMERICAN AIRLINES,,,,COLUMBUS,LOS ANGELES,K,,,,,,,
1850,Employee Name14,,7169587619,8/13/2018,8/5/2018,Exchange,Domestic,8/13/2018,8/13/2018,529.18,HURSWC,7169587619,,,AMERICAN AIRLINES,,,,LOS ANGELES,WASHINGTON,H,,,,,,,
1851,Employee Name140,,7184009446,10/3/2018,9/21/2018,Original,Domestic,10/3/2018,10/5/2018,2641,FTSJBG,7184009446,,,AMERICAN AIRLINES,,,,LOS ANGELES,MIAMI,K,,,,,,,
1852,Employee Name140,,5952010818,7/3/2018,4/16/2018,Refund,Intercontinental,7/3/2018,7/8/2018,-3793.029251,VDAOLT,5952010818,,,LUFTHANSA GERMAN AIRLINES,,,,WARSAW,BOSTON,Z,,,,,,,
1853,Employee Name19,,7227518229,12/11/2018,11/27/2018,Exchange,Domestic,12/11/2018,12/13/2018,1681.82,JUEQNN,7227518229,,,UNITED AIRLINES,,,,LOS ANGELES,NEW YORK,H,,,,,,,
1854,Employee Name138,,7054649279,5/17/2018,3/6/2018,Original,Continental,5/17/2018,5/17/2018,858.79,XPMLFD,7054649279,,,AMERICAN AIRLINES,,,,GRAND CAYMAN ISLAND,LOS ANGELES,D,,,,,,,
1855,Employee Name16,,7058040758,3/22/2018,3/16/2018,Original,Domestic,3/22/2018,3/23/2018,467.97,QYJHDK,7058040758,,,DELTA AIR LINES,,,,LOS ANGELES,COLUMBUS,Q,,,,,,,
1856,Employee Name51,,7245470820,1/31/2019,1/31/2019,Exchange,Domestic,1/31/2019,1/31/2019,200,UVDCDP,7245470820,,,UNITED AIRLINES,,,,CHICAGO,LOS ANGELES,H,,,,,,,
1857,Employee Name16,,7170202316,8/15/2018,8/7/2018,Original,Domestic,8/15/2018,8/15/2018,681.18,NKOXSD,7170202316,,,UNITED AIRLINES,,,,LOS ANGELES,PITTSBURGH,E,,,,,,,
1858,Employee Name16,,7239719053,1/18/2019,1/14/2019,Original,Domestic,1/18/2019,1/18/2019,621.4,YXTDXC,7239719053,,,UNITED AIRLINES,,,,PALM SPRINGS,COLUMBUS,Q,,,,,,,
